what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.core",1430122014454
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.tasks.ui",1430122014456
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.monitor.ui",1430122014554
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui",1430122014642
started,bundle,org.eclipse.mylyn.team.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.team.ui",1430122014701
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,3.0.0.I20121013-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1430122014701
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1430122014733
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1430122014803
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1430122014804
os,sysinfo,,,"win32",1430122014813
arch,sysinfo,,,"x86",1430122014813
ws,sysinfo,,,"win32",1430122014813
locale,sysinfo,,,"en_IN",1430122014813
processors,sysinfo,,,"4",1430122014813
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1430122014813
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1430122014813
java.specification.name,sysinfo,,,"Java Platform API Specification",1430122014813
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1430122014813
java.specification.version,sysinfo,,,"1.6",1430122014813
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1430122014813
java.version,sysinfo,,,"1.6.0_16",1430122014813
java.vm.info,sysinfo,,,"mixed mode",1430122014813
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1430122014813
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1430122014813
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1430122014813
java.vm.specification.version,sysinfo,,,"1.0",1430122014813
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1430122014813
java.vm.version,sysinfo,,,"14.2-b01",1430122014813
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122014844
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122015005
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1430122015036
started,bundle,org.eclipse.team.svn.revision.graph,1.0.0.I20120601-1700,"org.eclipse.team.svn.revision.graph",1430122015601
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122017563
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122018569
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122018578
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122019577
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122025179
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122036030
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1430122038753
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1430122039113
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1430122044886
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1430122044968
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1430122045130
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1430122048738
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1430122049128
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1430122049169
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1430122049384
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1430122050362
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122051943
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122064240
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1430122064271
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122108566
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122113252
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1430122113909
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122114596
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1430122184537
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1430122188079
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1430122188217
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1430122188311
started,bundle,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.ui",1430122188318
started,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1430122188330
started,bundle,org.eclipse.jst.jsp.core,1.2.204.v201001270045,"org.eclipse.jst.jsp.core",1430122188568
started,bundle,org.eclipse.wst.html.core,1.1.300.v200903120608,"org.eclipse.wst.html.core",1430122188852
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1430122189443
started,bundle,org.eclipse.wst.css.core,1.1.301.v200910161432,"org.eclipse.wst.css.core",1430122189783
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.200.v200904140255,"org.eclipse.wst.jsdt.web.support.jsp",1430122190596
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.web.ui",1430122190658
started,bundle,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.ui",1430122191575
started,bundle,org.eclipse.jst.jsf.ui,1.2.3.v201001271707,"org.eclipse.jst.jsf.ui",1430122191819
started,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1430122192294
opened,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1430122192452
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1430122192814
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.301.v201001252130,"org.eclipse.jst.j2ee.ejb",1430122193384
started,bundle,org.eclipse.wst.wsdl.validation,1.1.402.v200911251542,"org.eclipse.wst.wsdl.validation",1430122193564
started,bundle,org.eclipse.jst.j2ee.jca,1.1.301.v201001252130,"org.eclipse.jst.j2ee.jca",1430122193685
