what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1428908907354
java.vm.version,sysinfo,,,"14.2-b01",1428908907354
activated,view,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.views.FormView",1428908907956
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1428908907988
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428908912719
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1428908915010
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1428908927726
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428908930032
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428908981015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1428908981068
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1428908981069
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1428908999904
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428909010223
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428909095812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428909096907
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428909153776
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1428909153830
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428909159876
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428909181314
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1428909181337
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1428909181337
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1428909195971
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1428909198376
